,title,artist,released_year,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,decease_date
2761,Dansen Aan Zee,Bløf,2000,99999,99999,99999,99999,103,163,186,226,190,190,336,263,292,307,386,443,419,473,446,411,475,99999
2762,The Turn Of A Friendly Card,Alan Parsons Project,1980,99999,99999,99999,99999,132,181,188,245,202,210,281,272,375,386,405,411,510,609,618,692,99999,99999
2763,Mooie Dag,Bløf,2002,99999,99999,99999,99999,147,112,134,169,194,158,344,345,433,397,389,510,534,671,697,875,731,99999
2764,Als Het Vuur Gedoofd Is,Acda & De Munnik,1997,99999,99999,99999,99999,185,216,215,248,175,216,435,434,489,516,545,655,615,623,728,895,962,99999
2765,World Of Hurt,Ilse DeLange,1998,99999,99999,99999,99999,233,365,412,305,560,413,757,495,544,766,884,1049,1327,1576,1644,1324,1339,99999
2766,Bloasmuziek,Gé Reinders,1999,99999,99999,99999,99999,261,167,67,67,27,69,114,99,177,254,318,373,439,549,671,831,848,99999
2767,I'm Not So Tough,Ilse DeLange,1998,99999,99999,99999,99999,288,422,506,341,404,418,697,538,714,685,628,759,1181,1562,1551,991,1076,99999
2768,She,Elvis Costello,1999,99999,99999,99999,99999,313,283,244,275,276,307,304,231,293,328,270,266,319,369,362,467,464,99999
2769,What's Going On,Marvin Gaye,1971,99999,99999,99999,99999,321,297,509,219,212,284,200,268,246,264,264,268,324,464,167,219,512,1984
2770,Ren Lenny Ren,Acda & De Munnik,2002,99999,99999,99999,99999,415,261,228,299,231,300,569,477,530,687,605,428,446,408,365,539,533,99999
2771,Radio,Corrs,2000,99999,99999,99999,99999,470,628,682,1166,1349,935,1666,1970,99999,1705,1950,99999,99999,99999,99999,99999,99999,99999
2772,One,Metallica,1994,99999,99999,99999,99999,478,23,40,30,13,35,31,34,32,20,14,18,20,25,23,23,21,99999
2773,Speeltuin,Marco Borsato,1998,99999,99999,99999,99999,492,190,357,332,318,344,318,804,643,922,886,1136,645,1106,1366,1009,1169,99999
2774,Four Seasons In One Day,Crowded House,1992,99999,99999,99999,99999,494,593,628,596,547,613,742,706,475,832,711,823,940,825,863,1198,1086,99999
2775,Drops Of Jupiter (Tell Me),Train,2001,99999,99999,99999,99999,551,515,765,702,878,735,1067,608,595,365,443,577,660,875,1002,874,927,99999
2776,Jesus To A Child,George Michael,1996,99999,99999,99999,99999,557,659,807,591,619,663,762,845,799,804,990,1078,1155,1350,317,349,356,2015
2777,You Do Something To Me,Paul Weller,1995,99999,99999,99999,99999,707,602,768,736,906,784,658,761,817,722,707,719,684,743,702,939,801,99999
2778,I Put A Spell On You,Alan Price Set,1966,99999,99999,99999,99999,715,662,764,997,751,833,1461,1069,1481,99999,99999,99999,99999,99999,99999,99999,99999,99999
2779,Clocks,Coldplay,2003,99999,99999,99999,99999,733,10,7,9,6,11,8,8,8,9,12,20,29,36,46,57,80,99999
2780,Beautiful Day,U2,2000,99999,99999,99999,99999,807,71,54,59,262,121,118,137,121,96,139,182,191,184,208,201,223,99999
2781,Burning Love,Elvis Presley,1972,99999,99999,99999,99999,835,825,563,775,813,797,895,986,1123,945,1077,1271,1205,1405,1233,1179,1057,1977
2782,Smooth,Santana & Rob Thomas,1999,99999,99999,99999,99999,884,925,1175,1318,1641,1324,1361,1580,1315,1276,1110,1100,1253,1643,1473,1603,99999,99999
2783,Mooi Liedje,Acda & De Munnik,1997,99999,99999,99999,99999,893,419,286,469,338,437,613,633,727,798,754,804,966,1079,1173,1514,1526,99999
2784,How Can You Mend A Broken Heart,Bee Gees,1971,99999,99999,99999,99999,895,1126,1056,1173,1039,1156,1265,1162,1506,99999,1873,99999,99999,99999,99999,99999,99999,99999
2785,After Midnight,Eric Clapton,1970,99999,99999,99999,99999,938,1497,1708,1272,1631,1485,1473,1308,1644,1034,1509,1641,99999,99999,99999,99999,99999,99999
2786,Dead Flowers,Rolling Stones,1971,99999,99999,99999,99999,940,994,99999,956,1296,1350,1500,1379,1400,1244,1626,1681,1893,1907,1923,99999,99999,99999
2787,Sailing To Philadelphia,Mark Knopfler & James Taylor,2000,99999,99999,99999,99999,942,427,367,405,515,513,458,393,479,670,582,733,764,1254,1317,866,99999,99999
2788,Get Up Stand Up,Bob Marley & The Wailers,1973,99999,99999,99999,99999,971,99999,99999,99999,99999,99999,951,815,931,1072,1111,1703,1514,1669,1993,99999,99999,99999
2789,Zij Gelooft In Mij,André Hazes,2000,99999,99999,99999,99999,1039,30,62,101,291,123,215,192,208,169,187,275,283,256,254,254,99999,99999
2790,Walking On The Moon,Police,1979,99999,99999,99999,99999,1052,935,1214,1366,1289,1297,1197,1174,1144,1159,890,1035,1138,1043,1082,921,99999,99999
2791,Het Regent Zonnestralen,Acda & De Munnik,1998,99999,99999,99999,99999,1061,97,60,64,31,67,61,52,60,98,87,77,63,63,82,101,108,99999
2792,Op Fietse,Skik,1997,99999,99999,99999,99999,1082,526,328,432,299,445,181,279,315,314,324,273,311,339,401,374,318,99999
2793,Up Around The Bend,Creedence Clearwater Revival,1970,99999,99999,99999,99999,1102,1199,1155,1391,1498,1400,1351,1417,1559,1445,1562,1860,99999,99999,99999,99999,1936,99999
2794,Old Town,Phil Lynott,1982,99999,99999,99999,99999,1160,1389,569,1011,1195,1086,982,1169,1313,1106,1187,1331,1363,1699,1759,99999,99999,99999
2795,Let The Music Play,Barry White,1976,99999,99999,99999,99999,1235,865,905,1290,926,1106,1433,1370,1408,1302,1641,1482,1439,1668,1485,99999,99999,99999
2796,Goodbye Stranger,Supertramp,1979,99999,99999,99999,99999,1241,1392,1180,1364,1418,1421,1593,1469,1528,1399,1252,1533,1692,1784,1579,1355,1197,99999
2797,N'Oubliez Jamais,Joe Cocker,1997,99999,99999,99999,99999,1254,614,518,473,564,615,605,527,513,683,827,912,809,1012,1120,1459,1450,99999
2798,Short People,Randy Newman,1977,99999,99999,99999,99999,1279,1297,1364,1760,1961,1673,1532,1723,1671,99999,1954,99999,99999,99999,99999,99999,99999,99999
2799,Good Morning Judge,10CC,1977,99999,99999,99999,99999,1305,1407,99999,99999,1576,1980,1940,99999,1934,99999,99999,99999,99999,99999,99999,99999,99999,99999
2800,Can We Still Be Friends,Robert Palmer,1979,99999,99999,99999,99999,1312,1431,1653,1992,1874,1754,1818,1804,1795,99999,1870,99999,99999,99999,99999,99999,99999,99999
2801,Ventura Highway,America,1972,99999,99999,99999,99999,1314,1712,1428,1680,1474,1625,1599,1418,1697,1940,1876,1970,1889,1952,1615,1851,1634,99999
2802,If Tomorrow Never Comes,Ronan Keating,2002,99999,99999,99999,99999,1316,853,1058,1103,1435,1230,1491,1451,1430,1899,1965,99999,99999,99999,99999,99999,99999,99999
2803,Mannish Boy,Muddy Waters,1988,99999,99999,99999,99999,1331,1295,1393,1445,1870,1596,1289,1349,1347,656,817,1150,1115,1000,1133,1432,1454,99999
2804,Crazy,Icehouse,1987,99999,99999,99999,99999,1337,1524,99999,1580,99999,1981,1613,1602,1739,99999,1905,1657,1751,1878,1885,99999,99999,99999
2805,Wishing You Were Here,Chicago,1974,99999,99999,99999,99999,1349,1394,1376,1514,1843,1627,1594,1387,1867,99999,99999,99999,99999,99999,99999,99999,99999,99999
2806,Just An Illusion,BZN,1983,99999,99999,99999,99999,1351,1026,719,747,496,760,1348,1624,1847,99999,99999,99999,99999,99999,99999,99999,99999,99999
2807,Beast Of Burden,Rolling Stones,1978,99999,99999,99999,99999,1361,1496,99999,1666,99999,1988,99999,1824,1749,1209,1466,1892,1521,1607,1767,1633,99999,99999
2808,Stuck In A Moment You Can't Get Out Of,U2,2000,99999,99999,99999,99999,1367,409,511,631,778,686,889,836,723,786,792,951,1098,1269,1486,1389,1581,99999
2809,Lonely This Christmas,Mud,1974,99999,99999,99999,99999,1371,1128,1303,1153,1449,1360,1633,1666,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2810,Zij Maakt Het Verschil,Poema's,2001,99999,99999,99999,99999,1373,122,146,190,314,234,300,300,356,483,384,576,484,537,545,721,99999,99999
2811,Forever Autumn,Jeff Wayne & Justin Hayward,1978,99999,99999,99999,99999,1391,1233,1213,1189,1450,1374,1080,971,1179,758,689,800,1106,1579,1474,1605,99999,99999
2812,Maybe I'm Amazed,Wings,1977,99999,99999,99999,99999,1394,1363,1601,1843,1741,1705,1915,1917,1866,1831,1542,1573,1074,1252,1679,99999,99999,99999
2813,Words,Christians,1990,99999,99999,99999,99999,1415,1777,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2814,Get Your Kicks On Route 66,Rolling Stones,1964,99999,99999,99999,99999,1419,1255,1478,1381,1524,1518,1988,1842,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2815,Get Off Of My Cloud,Rolling Stones,1965,99999,99999,99999,99999,1424,1527,1847,1686,1996,1761,99999,1932,99999,1966,99999,99999,99999,99999,99999,99999,99999,99999
2816,Forever And Ever,Demis Roussos,1973,99999,99999,99999,99999,1436,1722,1747,1800,99999,1950,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2817,Every Kinda People,Robert Palmer,1978,99999,99999,99999,99999,1441,1433,1935,1789,1729,1741,1696,1424,1642,1649,1688,1366,99999,1950,1780,99999,99999,99999
2818,Need You Tonight,INXS,1987,99999,99999,99999,99999,1478,1164,1707,1526,1929,1655,1948,1816,1857,1563,1631,1691,99999,99999,1755,99999,99999,99999
2819,Sweet Hitchhiker,Creedence Clearwater Revival,1971,99999,99999,99999,99999,1569,1651,1685,1845,99999,1955,99999,1984,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2820,Goodbye Yellow Brick Road,Elton John,1973,99999,99999,99999,99999,1573,1611,1878,1763,1752,1765,1810,1519,1946,99999,99999,99999,99999,99999,99999,99999,1261,99999
2821,Wicked Game,Chris Isaak,1991,99999,99999,99999,99999,1577,573,99999,843,830,1059,970,995,889,927,514,750,721,588,417,445,477,99999
2822,Wij Zullen Doorgaan,Ramses Shaffy,1975,99999,99999,99999,99999,1587,1526,1540,1480,1601,1628,174,1120,1044,1593,1400,1662,1592,1809,1896,1919,1294,99999
2823,Jive Talkin',Bee Gees,1975,99999,99999,99999,99999,1601,1645,1791,1941,1922,1792,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2824,Handle With Care,Traveling Wilburys,1988,99999,99999,99999,99999,1631,1456,99999,1537,838,1525,1396,1383,1257,1119,1189,1218,1317,1803,1225,1565,1493,99999
2825,Don't Let The Sun Go Down On Me,Elton John,1974,99999,99999,99999,99999,1636,1609,1684,1961,1787,1757,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2826,Mothers Little Helper,Rolling Stones,1966,99999,99999,99999,99999,1651,1687,99999,1792,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2827,My Love,Paul McCartney & Wings,1973,99999,99999,99999,99999,1666,1547,1625,1875,99999,1948,1679,1682,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2828,Boat On The River,Styx,1980,99999,99999,99999,99999,1672,1717,1884,1852,99999,1977,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2829,Witchy Woman,Eagles,1972,99999,99999,99999,99999,1683,1686,1585,1714,1804,1750,1200,1297,1425,1477,1329,1501,1768,1828,1823,1947,1697,99999
2830,Eenzame Kerst,Andre Hazes,1976,99999,99999,99999,99999,1706,788,1408,1772,1538,1522,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2831,Adem Mijn Adem,Peter Schaap ,1975,99999,99999,99999,99999,1716,1733,1857,1815,1592,1763,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2832,1948,Gerard Cox,1972,99999,99999,99999,99999,1721,1934,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2833,Te Veel Te Vaak,Liesbeth List,1974,99999,99999,99999,99999,1732,1819,1762,1572,1637,1725,1910,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2834,Mammoth,Kayak,1973,99999,99999,99999,99999,1757,1811,99999,99999,99999,99999,1400,99999,1973,99999,99999,99999,99999,99999,99999,99999,99999,99999
2835,You Make Lovin' Fun,Fleetwood Mac,1978,99999,99999,99999,99999,1762,1740,1719,99999,99999,99999,1969,1683,1887,1725,1379,1453,1738,1911,1904,1931,1889,99999
2836,The Letter,Joe Cocker,1970,99999,99999,99999,99999,1787,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2837,Still,Commodores,1979,99999,99999,99999,99999,1791,1746,1636,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2838,Jet,Paul McCartney & Wings,1974,99999,99999,99999,99999,1808,1899,1996,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2839,I Need You,America,1972,99999,99999,99999,99999,1828,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2840,Ik Weet Niet Hoe,Benny Neyman,1980,99999,99999,99999,99999,1850,99999,1988,1711,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2841,Flappie,Youp van 't Hek,1981,99999,99999,99999,99999,1856,245,316,379,456,441,427,361,571,751,650,634,509,744,819,1319,1175,99999
2842,El Condor Pasa,Los Incas,1970,99999,99999,99999,99999,1873,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2843,Hot Legs,Rod Stewart,1978,99999,99999,99999,99999,1874,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2844,Say It Ain't So Joe,Roger Daltrey,1977,99999,99999,99999,99999,1876,99999,1972,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2845,My World,Bee Gees,1972,99999,99999,99999,99999,1878,1766,1695,99999,1710,1970,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2846,Ce n'Est Rien,Julien Clerc,1974,99999,99999,99999,99999,1893,99999,854,1475,99999,1910,99999,99999,99999,1945,99999,99999,99999,99999,99999,99999,99999,99999
2847,Blauwe Ruis,Bløf,2002,99999,99999,99999,99999,1894,269,294,423,427,456,694,624,771,427,616,754,735,750,738,882,845,99999
2848,Without You,Mariah Carey,1994,99999,99999,99999,99999,1964,1805,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2849,Them Heavy People,Kate Bush,1979,99999,99999,99999,99999,1972,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2850,Sail On,Commodores,1979,99999,99999,99999,99999,1985,1924,99999,99999,99999,99999,99999,1937,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2851,Lowdown,Boz Scaggs,1977,99999,99999,99999,99999,1996,1940,99999,1945,1982,1949,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2852,White Flag,Dido,2003,99999,99999,99999,99999,99999,57,164,448,634,322,980,967,1017,1232,1211,1363,1511,1466,1566,1463,1712,99999
2853,Feel,Robbie Williams,2002,99999,99999,99999,99999,99999,229,45,52,127,108,126,145,206,163,208,296,318,329,380,399,433,99999
2854,I Still Cry,Ilse DeLange,2000,99999,99999,99999,99999,99999,237,298,235,310,354,451,282,283,258,354,326,431,675,739,739,675,99999
2855,Don't Know Why,Norah Jones,2002,99999,99999,99999,99999,99999,314,361,685,819,674,806,914,1112,982,928,1245,1298,1547,1828,1388,1660,99999
2856,Sunrise,Norah Jones,2004,99999,99999,99999,99999,99999,405,447,735,951,776,756,1273,1134,1221,1053,1373,1445,1461,1653,1429,1667,99999
2857,Life For Rent,Dido,2003,99999,99999,99999,99999,99999,559,702,1296,1677,1245,99999,1907,1886,99999,99999,99999,99999,99999,99999,99999,99999,99999
2858,Je Hoeft Niet Naar Huis Vannacht,Marco Borsato,1995,99999,99999,99999,99999,99999,615,939,880,1189,1099,785,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2859,Calling Out,Van Orly,2003,99999,99999,99999,99999,99999,683,1300,1947,99999,1858,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2860,Are You Lonesome Tonight,Elvis Presley,1960,99999,99999,99999,99999,99999,691,585,664,530,734,739,814,1037,803,1260,1491,1406,1552,1414,1517,99999,1977
2861,Kalverliefde,Robert Long,1974,99999,99999,99999,99999,99999,862,969,760,573,872,759,813,906,916,1126,888,1717,1661,1725,1737,1461,99999
2862,Born On The Bayou,Creedence Clearwater Revival,1969,99999,99999,99999,99999,99999,871,917,774,796,984,932,866,1041,874,1029,1151,1204,1265,1198,1271,99999,99999
2863,If You Don't Know Me By Now,Simply Red,1989,99999,99999,99999,99999,99999,1057,1005,1039,1276,1349,1155,897,830,1132,857,971,869,982,1057,1159,1135,99999
2864,Memory Motel,Rolling Stones,1976,99999,99999,99999,99999,99999,1179,1294,1302,1250,1514,1302,980,1312,1220,1454,1469,1681,1903,1994,99999,99999,99999
2865,Stars,Simply Red,1991,99999,99999,99999,99999,99999,1222,1622,1794,1851,1796,1519,1468,1392,1542,1683,1637,1526,1642,1731,1430,1610,99999
2866,Liefste Mijn Liefste,Robert Long,1974,99999,99999,99999,99999,99999,1280,99999,1233,862,1530,873,1137,1092,1667,1616,1311,1732,99999,99999,99999,99999,99999
2867,Head Over Heels,ABBA,1982,99999,99999,99999,99999,99999,1495,1607,1722,1478,1766,1989,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2868,Elle Voulait Qu'on l'Appelle Venise,Julien Clerc,1976,99999,99999,99999,99999,99999,1577,1073,1481,1881,1731,1878,1947,1998,1961,1989,99999,99999,99999,99999,99999,99999,99999
2869,Doorgaan,André van Duin,1975,99999,99999,99999,99999,99999,1586,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2870,19th Nervous Breakdown,Rolling Stones,1966,99999,99999,99999,99999,99999,1596,99999,1900,99999,99999,99999,99999,99999,1927,99999,99999,99999,99999,99999,99999,99999,99999
2871,De Tamme Boerenzoon,André van Duin,1974,99999,99999,99999,99999,99999,1661,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2872,Lost Without Your Love,Bread,1977,99999,99999,99999,99999,99999,1690,1933,1922,1801,1879,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2873,You Sexy Thing,Hot Chocolate,1975,99999,99999,99999,99999,99999,1698,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2874,1 Nacht Alleen,Doe Maar,1983,99999,99999,99999,99999,99999,1756,1551,1658,1697,1794,99999,1988,1538,921,1511,99999,99999,99999,99999,99999,99999,99999
2875,I Do I Do I Do I Do I Do,ABBA,1975,99999,99999,99999,99999,99999,1781,1801,99999,1525,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2876,Lyrics,Kayak,1973,99999,99999,99999,99999,99999,1803,99999,1904,99999,99999,99999,99999,1785,1986,99999,99999,99999,99999,99999,99999,99999,99999
2877,Si On Chantait,Julien Clerc,1974,99999,99999,99999,99999,99999,1857,1054,1548,99999,1939,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2878,Holiday In Spain,Bløf & Counting Crows,2004,99999,99999,99999,99999,99999,1885,99999,77,92,201,185,168,226,269,249,337,334,364,443,271,309,99999
2879,The Closest Thing To Crazy,Katie Melua,2004,99999,99999,99999,99999,99999,1926,72,134,217,225,460,521,873,1121,1079,1244,1652,99999,99999,99999,99999,99999
2880,Wild Horses,Gino Vannelli,1987,99999,99999,99999,99999,99999,1930,1734,99999,1986,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2881,Everything I Own,Bread,1972,99999,99999,99999,99999,99999,1958,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
2882,Nine Million Bicycles,Katie Melua,2005,99999,99999,99999,99999,99999,99999,23,32,40,58,119,125,214,379,412,472,616,776,845,966,1110,99999
2883,Geef Mij Je Angst,Guus Meeuwis,2004,99999,99999,99999,99999,99999,99999,79,63,87,137,130,142,159,180,218,301,260,332,461,431,99999,99999
2884,Smells Like Teen Spirit,Nirvana,1991,99999,99999,99999,99999,99999,99999,105,53,62,124,48,71,36,30,26,31,34,32,34,32,37,99999
